customer_id,date,mrr,plan,region,acquisition_channel,is_churn_month
C000382,2023-03-01,65.34,SMB,US,Paid Search,False
C000382,2023-04-01,65.76,SMB,US,Paid Search,False
C000382,2023-05-01,65.93,SMB,US,Paid Search,False
C000382,2023-06-01,66.85,SMB,US,Paid Search,False
C000382,2023-07-01,65.35,SMB,US,Paid Search,False
C000382,2023-08-01,63.92,SMB,US,Paid Search,False
C000382,2023-09-01,62.56,SMB,US,Paid Search,False
C000382,2023-10-01,63.56,SMB,US,Paid Search,False
C000382,2023-11-01,65.75,SMB,US,Paid Search,False
C000382,2023-12-01,64.27,SMB,US,Paid Search,False
C000382,2024-01-01,67.28,SMB,US,Paid Search,False
C000382,2024-02-01,67.65,SMB,US,Paid Search,False
C000382,2024-03-01,65.43,SMB,US,Paid Search,False
C000382,2024-04-01,65.52,SMB,US,Paid Search,False
C000382,2024-05-01,64.76,SMB,US,Paid Search,False
C000382,2024-06-01,64.51,SMB,US,Paid Search,False
C000382,2024-07-01,66.57,SMB,US,Paid Search,False
C000382,2024-08-01,62.62,SMB,US,Paid Search,True
C000383,2022-04-01,112.96,SMB,US,Organic,False
C000383,2022-05-01,117.13,SMB,US,Organic,False
C000383,2022-06-01,118.48,SMB,US,Organic,False
C000383,2022-07-01,118.52,SMB,US,Organic,False
C000383,2022-08-01,118.29,SMB,US,Organic,False
C000383,2022-09-01,118.85,SMB,US,Organic,False
C000383,2022-10-01,116.11,SMB,US,Organic,False
C000383,2022-11-01,116.28,SMB,US,Organic,False
C000383,2022-12-01,115.25,SMB,US,Organic,False
C000383,2023-01-01,119.06,SMB,US,Organic,False
C000383,2023-02-01,115.33,SMB,US,Organic,False
C000383,2023-03-01,114.65,SMB,US,Organic,False
C000383,2023-04-01,111.07,SMB,US,Organic,False
C000383,2023-05-01,113.83,SMB,US,Organic,False
C000383,2023-06-01,115.11,SMB,US,Organic,False
C000383,2023-07-01,114.64,SMB,US,Organic,False
C000383,2023-08-01,115.64,SMB,US,Organic,False
C000383,2023-09-01,115.99,SMB,US,Organic,False
C000383,2023-10-01,114.45,SMB,US,Organic,False
C000383,2023-11-01,115.21,SMB,US,Organic,False
C000383,2023-12-01,118.18,SMB,US,Organic,False
C000383,2024-01-01,116.03,SMB,US,Organic,False
C000383,2024-02-01,119.35,SMB,US,Organic,False
C000383,2024-03-01,119.42,SMB,US,Organic,False
C000383,2024-04-01,119.07,SMB,US,Organic,False
C000383,2024-05-01,116.82,SMB,US,Organic,False
C000383,2024-06-01,113.57,SMB,US,Organic,False
C000383,2024-07-01,115.68,SMB,US,Organic,False
C000383,2024-08-01,112.51,SMB,US,Organic,False
C000383,2024-09-01,121.91,SMB,US,Organic,False
C000383,2024-10-01,119.19,SMB,US,Organic,False
C000383,2024-11-01,115.43,SMB,US,Organic,False
C000383,2024-12-01,118.81,SMB,US,Organic,True
C000384,2022-04-01,137.96,Mid,US,Organic,False
C000384,2022-05-01,134.52,Mid,US,Organic,False
C000384,2022-06-01,139.72,Mid,US,Organic,False
C000384,2022-07-01,138.48,Mid,US,Organic,True
C000385,2022-04-01,605.75,Mid,EU,Social,False
C000385,2022-05-01,592.8,Mid,EU,Social,False
C000385,2022-06-01,609.8,Mid,EU,Social,False
C000385,2022-07-01,620.96,Mid,EU,Social,False
C000385,2022-08-01,602.51,Mid,EU,Social,True
C000386,2022-04-01,2878.91,Enterprise,US,Organic,False
C000386,2022-05-01,2982.99,Enterprise,US,Organic,False
C000386,2022-06-01,2904.0,Enterprise,US,Organic,False
C000386,2022-07-01,2960.08,Enterprise,US,Organic,False
C000386,2022-08-01,2869.06,Enterprise,US,Organic,False
C000386,2022-09-01,2788.63,Enterprise,US,Organic,False
C000386,2022-10-01,2965.86,Enterprise,US,Organic,False
C000386,2022-11-01,2854.08,Enterprise,US,Organic,False
C000386,2022-12-01,2847.07,Enterprise,US,Organic,False
C000386,2023-01-01,2915.89,Enterprise,US,Organic,False
C000386,2023-02-01,2936.65,Enterprise,US,Organic,False
C000386,2023-03-01,2890.98,Enterprise,US,Organic,False
C000386,2023-04-01,2889.34,Enterprise,US,Organic,False
C000386,2023-05-01,2923.55,Enterprise,US,Organic,False
C000386,2023-06-01,3008.87,Enterprise,US,Organic,False
C000386,2023-07-01,2985.97,Enterprise,US,Organic,False
C000386,2023-08-01,2847.57,Enterprise,US,Organic,False
C000386,2023-09-01,2993.01,Enterprise,US,Organic,False
C000386,2023-10-01,2831.44,Enterprise,US,Organic,False
C000386,2023-11-01,2966.25,Enterprise,US,Organic,False
C000386,2023-12-01,2930.16,Enterprise,US,Organic,False
C000386,2024-01-01,2861.12,Enterprise,US,Organic,False
C000386,2024-02-01,3010.17,Enterprise,US,Organic,False
C000386,2024-03-01,2998.49,Enterprise,US,Organic,False
C000386,2024-04-01,2912.07,Enterprise,US,Organic,False
C000386,2024-05-01,2858.39,Enterprise,US,Organic,False
C000386,2024-06-01,2890.72,Enterprise,US,Organic,False
C000386,2024-07-01,3026.94,Enterprise,US,Organic,False
C000386,2024-08-01,2866.93,Enterprise,US,Organic,False
C000386,2024-09-01,2901.7,Enterprise,US,Organic,False
C000386,2024-10-01,2947.34,Enterprise,US,Organic,False
C000386,2024-11-01,2790.88,Enterprise,US,Organic,False
C000386,2024-12-01,2922.51,Enterprise,US,Organic,False
C000386,2025-01-01,2867.03,Enterprise,US,Organic,False
C000386,2025-02-01,2888.07,Enterprise,US,Organic,False
C000386,2025-03-01,2930.08,Enterprise,US,Organic,False
C000386,2025-04-01,3037.41,Enterprise,US,Organic,False
C000386,2025-05-01,2944.7,Enterprise,US,Organic,False
C000386,2025-06-01,2965.86,Enterprise,US,Organic,False
C000386,2025-07-01,3015.25,Enterprise,US,Organic,False
C000386,2025-08-01,2879.05,Enterprise,US,Organic,True
C000387,2022-04-01,100.57,SMB,EU,Organic,False
C000387,2022-05-01,96.02,SMB,EU,Organic,False
C000387,2022-06-01,93.05,SMB,EU,Organic,False
C000387,2022-07-01,99.9,SMB,EU,Organic,False
C000387,2022-08-01,95.59,SMB,EU,Organic,False
C000387,2022-09-01,96.51,SMB,EU,Organic,True
C000388,2022-04-01,63.01,SMB,APAC,Organic,False
C000388,2022-05-01,58.33,SMB,APAC,Organic,False
C000388,2022-06-01,60.42,SMB,APAC,Organic,False
C000388,2022-07-01,81.24,SMB,APAC,Organic,False
C000388,2022-08-01,58.78,SMB,APAC,Organic,False
C000388,2022-09-01,58.98,SMB,APAC,Organic,True
C000389,2022-04-01,95.4,SMB,US,Referral,False
C000389,2022-05-01,98.34,SMB,US,Referral,False
C000389,2022-06-01,95.17,SMB,US,Referral,False
C000389,2022-07-01,97.71,SMB,US,Referral,False
C000389,2022-08-01,92.96,SMB,US,Referral,True
C000390,2022-04-01,3282.54,Enterprise,US,Paid Search,False
C000390,2022-05-01,2435.76,Enterprise,US,Paid Search,False
C000390,2022-06-01,3145.14,Enterprise,US,Paid Search,False
C000390,2022-07-01,3229.44,Enterprise,US,Paid Search,False
C000390,2022-08-01,3327.96,Enterprise,US,Paid Search,False
C000390,2022-09-01,3243.4,Enterprise,US,Paid Search,False
C000390,2022-10-01,3287.99,Enterprise,US,Paid Search,False
C000390,2022-11-01,3218.65,Enterprise,US,Paid Search,False
C000390,2022-12-01,3246.12,Enterprise,US,Paid Search,False
C000390,2023-01-01,3318.54,Enterprise,US,Paid Search,False
C000390,2023-02-01,3086.26,Enterprise,US,Paid Search,False
C000390,2023-03-01,3325.9,Enterprise,US,Paid Search,False
C000390,2023-04-01,3275.04,Enterprise,US,Paid Search,False
C000390,2023-05-01,3207.59,Enterprise,US,Paid Search,False
C000390,2023-06-01,3153.19,Enterprise,US,Paid Search,False
C000390,2023-07-01,3250.07,Enterprise,US,Paid Search,False
C000390,2023-08-01,3263.48,Enterprise,US,Paid Search,False
C000390,2023-09-01,3150.62,Enterprise,US,Paid Search,False
C000390,2023-10-01,3249.68,Enterprise,US,Paid Search,False
C000390,2023-11-01,3304.71,Enterprise,US,Paid Search,False
C000390,2023-12-01,3232.61,Enterprise,US,Paid Search,False
C000390,2024-01-01,3198.39,Enterprise,US,Paid Search,False
C000390,2024-02-01,3218.65,Enterprise,US,Paid Search,False
C000390,2024-03-01,3222.56,Enterprise,US,Paid Search,False
C000390,2024-04-01,3267.97,Enterprise,US,Paid Search,False
C000390,2024-05-01,3229.73,Enterprise,US,Paid Search,False
C000390,2024-06-01,3236.99,Enterprise,US,Paid Search,False
C000390,2024-07-01,3151.08,Enterprise,US,Paid Search,False
C000390,2024-08-01,3200.6,Enterprise,US,Paid Search,False
C000390,2024-09-01,3163.23,Enterprise,US,Paid Search,False
C000390,2024-10-01,3111.45,Enterprise,US,Paid Search,False
C000390,2024-11-01,3296.46,Enterprise,US,Paid Search,False
C000390,2024-12-01,3281.78,Enterprise,US,Paid Search,False
C000390,2025-01-01,2420.66,Enterprise,US,Paid Search,False
C000390,2025-02-01,3485.74,Enterprise,US,Paid Search,False
C000390,2025-03-01,3217.83,Enterprise,US,Paid Search,False
C000390,2025-04-01,3240.64,Enterprise,US,Paid Search,False
C000390,2025-05-01,3231.15,Enterprise,US,Paid Search,False
C000390,2025-06-01,3286.25,Enterprise,US,Paid Search,False
C000390,2025-07-01,3203.18,Enterprise,US,Paid Search,False
C000390,2025-08-01,3189.72,Enterprise,US,Paid Search,False
C000391,2022-04-01,861.68,Mid,EU,Organic,False
C000391,2022-05-01,837.41,Mid,EU,Organic,False
C000391,2022-06-01,848.86,Mid,EU,Organic,False
C000391,2022-07-01,874.6,Mid,EU,Organic,False
C000391,2022-08-01,902.03,Mid,EU,Organic,False
C000391,2022-09-01,896.15,Mid,EU,Organic,False
C000391,2022-10-01,834.28,Mid,EU,Organic,False
C000391,2022-11-01,854.43,Mid,EU,Organic,False
C000391,2022-12-01,827.88,Mid,EU,Organic,True
C000392,2022-04-01,782.74,Mid,APAC,Organic,False
C000392,2022-05-01,784.63,Mid,APAC,Organic,False
C000392,2022-06-01,1017.76,Mid,APAC,Organic,False
C000392,2022-07-01,1059.87,Mid,APAC,Organic,False
C000392,2022-08-01,777.71,Mid,APAC,Organic,False
C000392,2022-09-01,786.88,Mid,APAC,Organic,False
C000392,2022-10-01,786.75,Mid,APAC,Organic,False
C000392,2022-11-01,778.22,Mid,APAC,Organic,False
C000392,2022-12-01,787.91,Mid,APAC,Organic,False
C000392,2023-01-01,767.44,Mid,APAC,Organic,False
C000392,2023-02-01,761.21,Mid,APAC,Organic,False
C000392,2023-03-01,789.98,Mid,APAC,Organic,False
C000392,2023-04-01,754.83,Mid,APAC,Organic,False
C000392,2023-05-01,774.5,Mid,APAC,Organic,False
C000392,2023-06-01,780.92,Mid,APAC,Organic,False
C000392,2023-07-01,792.94,Mid,APAC,Organic,False
C000392,2023-08-01,757.93,Mid,APAC,Organic,False
C000392,2023-09-01,780.99,Mid,APAC,Organic,False
C000392,2023-10-01,769.71,Mid,APAC,Organic,False
C000392,2023-11-01,772.48,Mid,APAC,Organic,False
C000392,2023-12-01,774.14,Mid,APAC,Organic,False
C000392,2024-01-01,776.97,Mid,APAC,Organic,False
C000392,2024-02-01,768.55,Mid,APAC,Organic,False
C000392,2024-03-01,774.87,Mid,APAC,Organic,False
C000392,2024-04-01,772.47,Mid,APAC,Organic,False
C000392,2024-05-01,757.55,Mid,APAC,Organic,False
C000392,2024-06-01,771.03,Mid,APAC,Organic,False
C000392,2024-07-01,820.58,Mid,APAC,Organic,False
C000392,2024-08-01,800.11,Mid,APAC,Organic,False
C000392,2024-09-01,783.16,Mid,APAC,Organic,False
C000392,2024-10-01,776.09,Mid,APAC,Organic,False
C000392,2024-11-01,770.91,Mid,APAC,Organic,False
C000392,2024-12-01,770.82,Mid,APAC,Organic,False
C000392,2025-01-01,782.84,Mid,APAC,Organic,True
C000393,2022-04-01,47.25,SMB,EU,Organic,False
C000393,2022-05-01,45.23,SMB,EU,Organic,False
C000393,2022-06-01,46.94,SMB,EU,Organic,False
C000393,2022-07-01,46.9,SMB,EU,Organic,False
C000393,2022-08-01,47.43,SMB,EU,Organic,False
C000393,2022-09-01,46.94,SMB,EU,Organic,False
C000393,2022-10-01,48.7,SMB,EU,Organic,False
C000393,2022-11-01,46.0,SMB,EU,Organic,False
C000393,2022-12-01,47.69,SMB,EU,Organic,False
C000393,2023-01-01,63.47,SMB,EU,Organic,False
C000393,2023-02-01,45.48,SMB,EU,Organic,False
C000393,2023-03-01,45.65,SMB,EU,Organic,False
C000393,2023-04-01,47.92,SMB,EU,Organic,False
C000393,2023-05-01,47.62,SMB,EU,Organic,False
C000393,2023-06-01,46.29,SMB,EU,Organic,False
C000393,2023-07-01,46.92,SMB,EU,Organic,False
C000393,2023-08-01,47.47,SMB,EU,Organic,False
C000393,2023-09-01,45.36,SMB,EU,Organic,False
C000393,2023-10-01,57.74,SMB,EU,Organic,False
C000393,2023-11-01,47.62,SMB,EU,Organic,False
C000393,2023-12-01,45.66,SMB,EU,Organic,False
C000393,2024-01-01,47.38,SMB,EU,Organic,False
C000393,2024-02-01,48.07,SMB,EU,Organic,True
C000394,2022-04-01,65.61,SMB,EU,Organic,False
C000394,2022-05-01,67.39,SMB,EU,Organic,False
C000394,2022-06-01,67.12,SMB,EU,Organic,False
C000394,2022-07-01,65.83,SMB,EU,Organic,False
C000394,2022-08-01,66.44,SMB,EU,Organic,False
C000394,2022-09-01,64.01,SMB,EU,Organic,False
C000394,2022-10-01,65.21,SMB,EU,Organic,True
C000395,2022-04-01,94.14,SMB,EU,Social,False
C000395,2022-05-01,95.03,SMB,EU,Social,False
C000395,2022-06-01,90.62,SMB,EU,Social,False
C000395,2022-07-01,90.95,SMB,EU,Social,False
C000395,2022-08-01,90.13,SMB,EU,Social,False
C000395,2022-09-01,92.2,SMB,EU,Social,False
C000395,2022-10-01,93.58,SMB,EU,Social,False
C000395,2022-11-01,89.38,SMB,EU,Social,False
C000395,2022-12-01,92.88,SMB,EU,Social,False
C000395,2023-01-01,90.8,SMB,EU,Social,False
C000395,2023-02-01,91.79,SMB,EU,Social,False
C000395,2023-03-01,88.73,SMB,EU,Social,False
C000395,2023-04-01,92.22,SMB,EU,Social,False
C000395,2023-05-01,92.15,SMB,EU,Social,False
C000395,2023-06-01,90.35,SMB,EU,Social,True
C000396,2022-04-01,420.94,Mid,APAC,Organic,False
C000396,2022-05-01,448.97,Mid,APAC,Organic,False
C000396,2022-06-01,437.78,Mid,APAC,Organic,False
C000396,2022-07-01,435.78,Mid,APAC,Organic,False
C000396,2022-08-01,424.51,Mid,APAC,Organic,False
C000396,2022-09-01,429.63,Mid,APAC,Organic,False
C000396,2022-10-01,433.6,Mid,APAC,Organic,False
C000396,2022-11-01,421.73,Mid,APAC,Organic,False
C000396,2022-12-01,440.81,Mid,APAC,Organic,False
C000396,2023-01-01,452.58,Mid,APAC,Organic,False
C000396,2023-02-01,436.31,Mid,APAC,Organic,False
C000396,2023-03-01,448.78,Mid,APAC,Organic,False
C000396,2023-04-01,458.33,Mid,APAC,Organic,False
C000396,2023-05-01,440.48,Mid,APAC,Organic,False
C000396,2023-06-01,451.32,Mid,APAC,Organic,False
C000396,2023-07-01,418.4,Mid,APAC,Organic,False
C000396,2023-08-01,626.44,Mid,APAC,Organic,False
C000396,2023-09-01,454.84,Mid,APAC,Organic,False
C000396,2023-10-01,439.14,Mid,APAC,Organic,False
C000396,2023-11-01,437.86,Mid,APAC,Organic,False
C000396,2023-12-01,444.33,Mid,APAC,Organic,False
C000396,2024-01-01,426.33,Mid,APAC,Organic,False
C000396,2024-02-01,438.29,Mid,APAC,Organic,False
C000396,2024-03-01,429.6,Mid,APAC,Organic,False
C000396,2024-04-01,440.97,Mid,APAC,Organic,False
C000396,2024-05-01,446.89,Mid,APAC,Organic,False
C000396,2024-06-01,449.32,Mid,APAC,Organic,False
C000396,2024-07-01,429.94,Mid,APAC,Organic,False
C000396,2024-08-01,426.87,Mid,APAC,Organic,False
C000396,2024-09-01,436.06,Mid,APAC,Organic,False
C000396,2024-10-01,436.38,Mid,APAC,Organic,True
C000397,2022-04-01,62.88,SMB,US,Referral,False
C000397,2022-05-01,63.02,SMB,US,Referral,False
C000397,2022-06-01,64.38,SMB,US,Referral,False
C000397,2022-07-01,65.08,SMB,US,Referral,False
C000397,2022-08-01,64.76,SMB,US,Referral,False
C000397,2022-09-01,64.22,SMB,US,Referral,False
C000397,2022-10-01,63.62,SMB,US,Referral,False
C000397,2022-11-01,63.43,SMB,US,Referral,True
C000398,2022-04-01,62.64,SMB,EU,Paid Search,False
C000398,2022-05-01,61.7,SMB,EU,Paid Search,False
C000398,2022-06-01,62.51,SMB,EU,Paid Search,False
C000398,2022-07-01,62.97,SMB,EU,Paid Search,False
C000398,2022-08-01,59.59,SMB,EU,Paid Search,False
C000398,2022-09-01,82.34,SMB,EU,Paid Search,False
C000398,2022-10-01,61.18,SMB,EU,Paid Search,False
C000398,2022-11-01,63.9,SMB,EU,Paid Search,False
C000398,2022-12-01,64.52,SMB,EU,Paid Search,False
C000398,2023-01-01,73.05,SMB,EU,Paid Search,False
C000398,2023-02-01,64.96,SMB,EU,Paid Search,False
C000398,2023-03-01,62.45,SMB,EU,Paid Search,False
C000398,2023-04-01,61.56,SMB,EU,Paid Search,False
C000398,2023-05-01,61.73,SMB,EU,Paid Search,False
C000398,2023-06-01,62.88,SMB,EU,Paid Search,False
C000398,2023-07-01,63.95,SMB,EU,Paid Search,True
C000399,2022-04-01,102.55,SMB,US,Referral,False
C000399,2022-05-01,115.34,SMB,US,Referral,False
C000399,2022-06-01,104.81,SMB,US,Referral,False
C000399,2022-07-01,102.2,SMB,US,Referral,False
C000399,2022-08-01,106.73,SMB,US,Referral,False
C000399,2022-09-01,100.48,SMB,US,Referral,False
C000399,2022-10-01,102.94,SMB,US,Referral,False
C000399,2022-11-01,97.42,SMB,US,Referral,False
C000399,2022-12-01,105.19,SMB,US,Referral,False
C000399,2023-01-01,101.34,SMB,US,Referral,False
C000399,2023-02-01,105.02,SMB,US,Referral,False
C000399,2023-03-01,100.63,SMB,US,Referral,False
C000399,2023-04-01,89.16,SMB,US,Referral,False
C000399,2023-05-01,101.22,SMB,US,Referral,False
C000399,2023-06-01,102.42,SMB,US,Referral,False
C000399,2023-07-01,104.25,SMB,US,Referral,False
C000399,2023-08-01,100.66,SMB,US,Referral,False
C000399,2023-09-01,103.41,SMB,US,Referral,False
C000399,2023-10-01,108.03,SMB,US,Referral,False
C000399,2023-11-01,105.32,SMB,US,Referral,False
C000399,2023-12-01,103.78,SMB,US,Referral,False
C000399,2024-01-01,105.95,SMB,US,Referral,False
C000399,2024-02-01,100.22,SMB,US,Referral,False
C000399,2024-03-01,112.52,SMB,US,Referral,False
C000399,2024-04-01,103.61,SMB,US,Referral,True
C000400,2022-04-01,2313.69,Enterprise,EU,Organic,False
C000400,2022-05-01,2501.16,Enterprise,EU,Organic,False
C000400,2022-06-01,2359.1,Enterprise,EU,Organic,False
C000400,2022-07-01,2300.54,Enterprise,EU,Organic,False
C000400,2022-08-01,2258.64,Enterprise,EU,Organic,False
C000400,2022-09-01,2318.84,Enterprise,EU,Organic,False
C000400,2022-10-01,2348.56,Enterprise,EU,Organic,False
C000400,2022-11-01,2339.59,Enterprise,EU,Organic,False
C000400,2022-12-01,2281.38,Enterprise,EU,Organic,False
C000400,2023-01-01,2408.71,Enterprise,EU,Organic,False
C000400,2023-02-01,2326.8,Enterprise,EU,Organic,False
C000400,2023-03-01,2319.29,Enterprise,EU,Organic,False
C000400,2023-04-01,2246.69,Enterprise,EU,Organic,False
C000400,2023-05-01,2348.84,Enterprise,EU,Organic,False
C000400,2023-06-01,2292.14,Enterprise,EU,Organic,False
C000400,2023-07-01,2218.33,Enterprise,EU,Organic,False
C000400,2023-08-01,2250.34,Enterprise,EU,Organic,False
C000400,2023-09-01,1883.55,Enterprise,EU,Organic,False
C000400,2023-10-01,2273.23,Enterprise,EU,Organic,False
C000400,2023-11-01,2270.91,Enterprise,EU,Organic,False
C000400,2023-12-01,2196.06,Enterprise,EU,Organic,False
C000400,2024-01-01,2407.79,Enterprise,EU,Organic,False
C000400,2024-02-01,2409.36,Enterprise,EU,Organic,False
C000400,2024-03-01,2282.63,Enterprise,EU,Organic,False
C000400,2024-04-01,2328.43,Enterprise,EU,Organic,False
C000400,2024-05-01,2388.22,Enterprise,EU,Organic,False
C000400,2024-06-01,2279.2,Enterprise,EU,Organic,False
C000400,2024-07-01,2437.0,Enterprise,EU,Organic,False
C000400,2024-08-01,2328.5,Enterprise,EU,Organic,False
C000400,2024-09-01,1887.14,Enterprise,EU,Organic,False
C000400,2024-10-01,2324.39,Enterprise,EU,Organic,False
C000400,2024-11-01,2403.47,Enterprise,EU,Organic,False
C000400,2024-12-01,2317.88,Enterprise,EU,Organic,False
C000400,2025-01-01,2284.96,Enterprise,EU,Organic,False
C000400,2025-02-01,2393.16,Enterprise,EU,Organic,False
C000400,2025-03-01,2260.67,Enterprise,EU,Organic,False
C000400,2025-04-01,2374.16,Enterprise,EU,Organic,False
C000400,2025-05-01,2317.99,Enterprise,EU,Organic,False
C000400,2025-06-01,2369.23,Enterprise,EU,Organic,False
C000400,2025-07-01,2232.52,Enterprise,EU,Organic,False
C000400,2025-08-01,2279.01,Enterprise,EU,Organic,False
C000401,2022-04-01,714.58,Mid,US,Paid Search,False
C000401,2022-05-01,692.59,Mid,US,Paid Search,False
C000401,2022-06-01,676.72,Mid,US,Paid Search,False
C000401,2022-07-01,696.02,Mid,US,Paid Search,False
C000401,2022-08-01,674.5,Mid,US,Paid Search,False
C000401,2022-09-01,693.19,Mid,US,Paid Search,False
C000401,2022-10-01,696.32,Mid,US,Paid Search,False
C000401,2022-11-01,682.11,Mid,US,Paid Search,False
C000401,2022-12-01,680.05,Mid,US,Paid Search,False
C000401,2023-01-01,689.37,Mid,US,Paid Search,False
C000401,2023-02-01,690.28,Mid,US,Paid Search,False
C000401,2023-03-01,688.48,Mid,US,Paid Search,False
C000401,2023-04-01,701.67,Mid,US,Paid Search,False
C000401,2023-05-01,690.15,Mid,US,Paid Search,False
C000401,2023-06-01,707.15,Mid,US,Paid Search,False
C000401,2023-07-01,697.96,Mid,US,Paid Search,False
C000401,2023-08-01,680.29,Mid,US,Paid Search,False
C000401,2023-09-01,699.77,Mid,US,Paid Search,False
C000401,2023-10-01,685.98,Mid,US,Paid Search,False
C000401,2023-11-01,697.55,Mid,US,Paid Search,False
C000401,2023-12-01,674.63,Mid,US,Paid Search,False
C000401,2024-01-01,698.48,Mid,US,Paid Search,False
C000401,2024-02-01,705.89,Mid,US,Paid Search,False
C000401,2024-03-01,938.3,Mid,US,Paid Search,False
C000401,2024-04-01,683.34,Mid,US,Paid Search,False
C000401,2024-05-01,692.86,Mid,US,Paid Search,False
C000401,2024-06-01,706.47,Mid,US,Paid Search,False
C000401,2024-07-01,694.3,Mid,US,Paid Search,False
C000401,2024-08-01,707.21,Mid,US,Paid Search,False
C000401,2024-09-01,548.62,Mid,US,Paid Search,False
C000401,2024-10-01,673.71,Mid,US,Paid Search,True
C000402,2022-04-01,98.16,SMB,US,Referral,False
C000402,2022-05-01,99.08,SMB,US,Referral,False
C000402,2022-06-01,100.35,SMB,US,Referral,False
C000402,2022-07-01,97.26,SMB,US,Referral,False
C000402,2022-08-01,95.39,SMB,US,Referral,False
C000402,2022-09-01,100.72,SMB,US,Referral,False
C000402,2022-10-01,99.28,SMB,US,Referral,False
C000402,2022-11-01,100.99,SMB,US,Referral,False
C000402,2022-12-01,99.07,SMB,US,Referral,False
C000402,2023-01-01,98.65,SMB,US,Referral,True
C000403,2022-04-01,50.28,SMB,EU,Organic,False
C000403,2022-05-01,50.76,SMB,EU,Organic,False
C000403,2022-06-01,50.32,SMB,EU,Organic,False
C000403,2022-07-01,50.59,SMB,EU,Organic,False
C000403,2022-08-01,52.08,SMB,EU,Organic,False
C000403,2022-09-01,50.07,SMB,EU,Organic,True
C000404,2022-04-01,98.58,SMB,US,Organic,False
C000404,2022-05-01,100.97,SMB,US,Organic,True
C000405,2022-04-01,82.54,SMB,US,Organic,False
C000405,2022-05-01,81.46,SMB,US,Organic,False
C000405,2022-06-01,82.25,SMB,US,Organic,False
C000405,2022-07-01,83.46,SMB,US,Organic,True
C000406,2022-04-01,5077.84,Enterprise,US,Social,False
C000406,2022-05-01,5083.06,Enterprise,US,Social,False
C000406,2022-06-01,6959.89,Enterprise,US,Social,False
C000406,2022-07-01,5177.06,Enterprise,US,Social,True
C000407,2022-04-01,79.11,SMB,APAC,Organic,False
C000407,2022-05-01,82.67,SMB,APAC,Organic,False
C000407,2022-06-01,83.15,SMB,APAC,Organic,False
C000407,2022-07-01,82.0,SMB,APAC,Organic,True
C000408,2022-04-01,132.6,SMB,APAC,Paid Search,False
C000408,2022-05-01,94.83,SMB,APAC,Paid Search,False
C000408,2022-06-01,99.29,SMB,APAC,Paid Search,False
C000408,2022-07-01,97.85,SMB,APAC,Paid Search,False
C000408,2022-08-01,91.66,SMB,APAC,Paid Search,False
C000408,2022-09-01,96.16,SMB,APAC,Paid Search,False
C000408,2022-10-01,97.6,SMB,APAC,Paid Search,False
C000408,2022-11-01,94.39,SMB,APAC,Paid Search,False
C000408,2022-12-01,99.87,SMB,APAC,Paid Search,False
C000408,2023-01-01,96.21,SMB,APAC,Paid Search,False
C000408,2023-02-01,97.47,SMB,APAC,Paid Search,False
C000408,2023-03-01,96.84,SMB,APAC,Paid Search,False
C000408,2023-04-01,95.45,SMB,APAC,Paid Search,False
C000408,2023-05-01,92.66,SMB,APAC,Paid Search,False
C000408,2023-06-01,99.61,SMB,APAC,Paid Search,False
C000408,2023-07-01,94.19,SMB,APAC,Paid Search,False
C000408,2023-08-01,96.34,SMB,APAC,Paid Search,False
C000408,2023-09-01,91.6,SMB,APAC,Paid Search,False
C000408,2023-10-01,97.12,SMB,APAC,Paid Search,False
C000408,2023-11-01,96.37,SMB,APAC,Paid Search,False
C000408,2023-12-01,95.9,SMB,APAC,Paid Search,False
C000408,2024-01-01,97.26,SMB,APAC,Paid Search,False
C000408,2024-02-01,98.11,SMB,APAC,Paid Search,True
C000409,2022-04-01,87.75,SMB,US,Organic,False
C000409,2022-05-01,88.9,SMB,US,Organic,False
C000409,2022-06-01,89.57,SMB,US,Organic,False
C000409,2022-07-01,94.13,SMB,US,Organic,False
C000409,2022-08-01,89.9,SMB,US,Organic,False
C000409,2022-09-01,89.36,SMB,US,Organic,False
C000409,2022-10-01,88.41,SMB,US,Organic,False
C000409,2022-11-01,91.1,SMB,US,Organic,False
C000409,2022-12-01,93.75,SMB,US,Organic,False
C000409,2023-01-01,87.43,SMB,US,Organic,False
C000409,2023-02-01,91.12,SMB,US,Organic,False
C000409,2023-03-01,89.52,SMB,US,Organic,False
C000409,2023-04-01,88.32,SMB,US,Organic,False
C000409,2023-05-01,92.58,SMB,US,Organic,False
C000409,2023-06-01,92.39,SMB,US,Organic,False
C000409,2023-07-01,85.07,SMB,US,Organic,False
C000409,2023-08-01,92.68,SMB,US,Organic,False
C000409,2023-09-01,90.63,SMB,US,Organic,False
C000409,2023-10-01,89.37,SMB,US,Organic,False
C000409,2023-11-01,91.5,SMB,US,Organic,False
C000409,2023-12-01,86.78,SMB,US,Organic,False
C000409,2024-01-01,90.89,SMB,US,Organic,False
C000409,2024-02-01,84.27,SMB,US,Organic,False
C000409,2024-03-01,90.96,SMB,US,Organic,False
C000409,2024-04-01,89.41,SMB,US,Organic,False
C000409,2024-05-01,89.65,SMB,US,Organic,False
C000409,2024-06-01,87.85,SMB,US,Organic,False
C000409,2024-07-01,89.21,SMB,US,Organic,False
C000409,2024-08-01,88.83,SMB,US,Organic,False
C000409,2024-09-01,90.5,SMB,US,Organic,False
