customer_id,signup_date,churn_date,plan,region,acquisition_channel,base_mrr
C000946,2022-10-01,2022-12-01,SMB,US,Paid Search,103.33
C000947,2022-10-01,,SMB,US,Paid Search,46.08
C000948,2022-10-01,2024-02-01,Mid,US,Paid Search,608.88
C000949,2022-10-01,2023-06-01,SMB,APAC,Paid Search,83.72
C000950,2022-10-01,2025-07-01,SMB,EU,Social,67.33
C000951,2022-10-01,2024-10-01,SMB,US,Organic,58.07
C000952,2022-10-01,,Enterprise,APAC,Organic,1605.6
C000953,2022-10-01,2023-11-01,SMB,US,Paid Search,92.44
C000954,2022-10-01,2022-12-01,SMB,US,Organic,74.1
C000955,2022-10-01,,SMB,EU,Social,103.07
C000956,2022-10-01,,SMB,US,Organic,106.67
C000957,2022-10-01,,Mid,APAC,Paid Search,650.25
C000958,2022-10-01,,Mid,EU,Organic,607.48
C000959,2022-10-01,,Mid,APAC,Social,598.82
C000960,2022-10-01,2025-06-01,Mid,US,Social,1176.32
C000961,2022-10-01,2022-12-01,SMB,EU,Social,84.79
C000962,2022-10-01,2023-03-01,SMB,US,Referral,119.96
C000963,2022-10-01,2023-12-01,Mid,US,Social,592.82
C000964,2022-10-01,,Mid,APAC,Paid Search,303.18
C000965,2022-10-01,2023-01-01,SMB,APAC,Paid Search,43.35
C000966,2022-10-01,2023-06-01,SMB,US,Paid Search,118.15
C000967,2022-10-01,2023-05-01,SMB,EU,Paid Search,58.41
C000968,2022-10-01,2024-08-01,SMB,US,Social,91.69
C000969,2022-10-01,,SMB,US,Organic,71.4
C000970,2022-10-01,2023-03-01,Mid,US,Paid Search,591.91
C000971,2022-10-01,2022-12-01,SMB,EU,Organic,122.4
C000972,2022-10-01,2025-06-01,SMB,EU,Paid Search,113.99
C000973,2022-10-01,2024-05-01,SMB,EU,Organic,97.49
C000974,2022-10-01,2022-11-01,SMB,US,Social,77.06
C000975,2022-10-01,,Mid,US,Referral,641.6
C000976,2022-10-01,2023-08-01,SMB,EU,Social,89.32
C000977,2022-10-01,,SMB,EU,Referral,80.04
C000978,2022-10-01,2023-03-01,SMB,US,Organic,73.33
C000979,2022-10-01,2024-08-01,Mid,US,Organic,879.57
C000980,2022-10-01,2024-11-01,SMB,US,Social,96.84
C000981,2022-10-01,,SMB,US,Organic,42.6
C000982,2022-10-01,2025-07-01,SMB,EU,Organic,57.59
C000983,2022-10-01,2024-08-01,SMB,EU,Paid Search,26.11
C000984,2022-10-01,,SMB,APAC,Social,76.93
C000985,2022-10-01,2022-12-01,SMB,APAC,Organic,81.01
C000986,2022-10-01,2025-08-01,Mid,US,Organic,613.61
C000987,2022-10-01,2023-01-01,SMB,US,Paid Search,95.39
C000988,2022-10-01,2023-02-01,SMB,APAC,Paid Search,83.33
C000989,2022-10-01,2023-11-01,SMB,APAC,Organic,67.5
C000990,2022-10-01,2023-10-01,SMB,US,Organic,94.21
C000991,2022-10-01,2024-01-01,SMB,US,Social,60.92
C000992,2022-10-01,2023-04-01,SMB,US,Organic,21.46
C000993,2022-10-01,,Enterprise,US,Social,3023.73
C000994,2022-10-01,2023-11-01,Mid,US,Social,264.09
C000995,2022-10-01,,Mid,US,Organic,947.09
C000996,2022-10-01,2023-12-01,Mid,US,Organic,1009.22
C000997,2022-10-01,2023-03-01,SMB,APAC,Organic,91.29
C000998,2022-10-01,2024-01-01,Mid,EU,Paid Search,572.76
C000999,2022-10-01,2022-12-01,SMB,US,Paid Search,85.57
C001000,2022-10-01,2023-09-01,SMB,EU,Organic,11.14
C001001,2022-10-01,2023-03-01,SMB,US,Organic,60.39
C001002,2022-10-01,2024-08-01,Mid,US,Organic,666.5
C001003,2022-10-01,2023-10-01,SMB,US,Organic,61.04
C001004,2022-10-01,2023-08-01,SMB,EU,Referral,86.43
C001005,2022-10-01,2024-08-01,Mid,US,Organic,756.99
C001006,2022-10-01,2023-08-01,SMB,US,Paid Search,125.81
C001007,2022-10-01,2023-01-01,SMB,US,Social,77.04
C001008,2022-10-01,,Mid,EU,Organic,681.54
C001009,2022-10-01,2024-02-01,Mid,EU,Social,458.63
C001010,2022-10-01,2024-01-01,Mid,APAC,Referral,516.83
C001011,2022-10-01,2025-05-01,Mid,US,Organic,503.94
C001012,2022-10-01,2022-11-01,Mid,US,Organic,417.7
C001013,2022-10-01,2023-07-01,SMB,APAC,Organic,132.06
C001014,2022-10-01,2023-10-01,Mid,US,Paid Search,653.52
C001015,2022-10-01,2023-01-01,SMB,APAC,Organic,78.14
C001016,2022-10-01,2023-10-01,Mid,US,Social,599.6
C001017,2022-10-01,2023-05-01,SMB,EU,Social,117.37
C001018,2022-10-01,2023-02-01,SMB,US,Organic,85.63
C001019,2022-10-01,2024-05-01,SMB,US,Organic,60.59
C001020,2022-10-01,2023-06-01,Mid,APAC,Organic,779.34
C001021,2022-10-01,,Mid,APAC,Social,649.18
C001022,2022-10-01,2023-03-01,SMB,US,Referral,100.86
C001023,2022-10-01,,Mid,EU,Social,689.47
C001024,2022-10-01,2024-04-01,SMB,US,Paid Search,90.66
C001025,2022-10-01,2024-04-01,SMB,APAC,Paid Search,76.43
C001026,2022-10-01,2024-10-01,SMB,US,Paid Search,112.72
C001027,2022-10-01,,SMB,US,Organic,117.91
C001028,2022-10-01,,Mid,EU,Paid Search,414.46
C001029,2022-10-01,,Mid,EU,Organic,480.51
C001030,2022-10-01,2022-12-01,SMB,EU,Organic,80.63
C001031,2022-11-01,2024-06-01,SMB,US,Referral,60.48
C001032,2022-11-01,2025-07-01,SMB,US,Social,85.02
C001033,2022-11-01,2023-07-01,SMB,US,Social,124.28
C001034,2022-11-01,2024-04-01,SMB,US,Organic,53.33
C001035,2022-11-01,2025-02-01,SMB,US,Paid Search,134.49
C001036,2022-11-01,2024-10-01,Mid,APAC,Social,654.57
C001037,2022-11-01,2023-04-01,SMB,APAC,Referral,41.89
C001038,2022-11-01,2025-06-01,SMB,US,Organic,106.61
C001039,2022-11-01,2023-12-01,Mid,EU,Social,658.41
C001040,2022-11-01,2023-08-01,SMB,EU,Social,82.24
C001041,2022-11-01,2023-11-01,SMB,APAC,Paid Search,74.57
C001042,2022-11-01,2024-06-01,Mid,US,Organic,608.98
C001043,2022-11-01,2023-03-01,Mid,EU,Organic,489.42
C001044,2022-11-01,,SMB,EU,Organic,80.62
C001045,2022-11-01,2024-01-01,SMB,EU,Paid Search,56.21
C001046,2022-11-01,2023-01-01,SMB,US,Paid Search,102.31
C001047,2022-11-01,,Mid,EU,Organic,933.87
C001048,2022-11-01,2023-05-01,SMB,APAC,Paid Search,96.03
C001049,2022-11-01,2023-06-01,SMB,EU,Organic,57.4
C001050,2022-11-01,2023-01-01,SMB,US,Paid Search,80.42
C001051,2022-11-01,2024-09-01,SMB,APAC,Paid Search,68.83
C001052,2022-11-01,2025-06-01,Mid,EU,Referral,562.28
C001053,2022-11-01,2023-06-01,Mid,EU,Social,544.03
C001054,2022-11-01,2023-01-01,SMB,EU,Organic,72.66
C001055,2022-11-01,,Mid,US,Organic,586.52
C001056,2022-11-01,2023-10-01,Mid,EU,Organic,966.77
C001057,2022-11-01,,Enterprise,APAC,Referral,4808.46
C001058,2022-11-01,2024-04-01,SMB,US,Social,122.78
C001059,2022-11-01,2024-04-01,SMB,APAC,Paid Search,66.04
C001060,2022-11-01,2023-01-01,SMB,EU,Paid Search,73.09
C001061,2022-11-01,2024-02-01,SMB,APAC,Social,60.33
C001062,2022-11-01,,SMB,EU,Organic,131.36
C001063,2022-11-01,2023-11-01,SMB,US,Organic,70.62
C001064,2022-11-01,2023-10-01,SMB,APAC,Paid Search,87.37
C001065,2022-11-01,2024-07-01,SMB,EU,Paid Search,40.23
C001066,2022-11-01,2023-01-01,Mid,US,Paid Search,1045.24
C001067,2022-11-01,,Mid,APAC,Paid Search,923.02
C001068,2022-11-01,2023-12-01,Mid,EU,Paid Search,648.45
C001069,2022-11-01,2023-08-01,SMB,US,Social,104.11
C001070,2022-11-01,2023-03-01,SMB,US,Organic,89.75
C001071,2022-11-01,2025-03-01,SMB,US,Social,72.08
C001072,2022-11-01,2023-04-01,SMB,US,Social,98.4
C001073,2022-11-01,2024-07-01,SMB,EU,Paid Search,20.09
C001074,2022-11-01,,SMB,EU,Paid Search,53.03
C001075,2022-11-01,2024-05-01,SMB,EU,Organic,143.19
C001076,2022-11-01,2023-06-01,Mid,APAC,Organic,585.63
C001077,2022-11-01,2023-08-01,Mid,US,Organic,432.25
C001078,2022-11-01,2022-12-01,Mid,US,Paid Search,498.46
C001079,2022-11-01,2023-12-01,SMB,US,Paid Search,78.79
C001080,2022-11-01,2023-01-01,SMB,US,Social,89.94
C001081,2022-11-01,2024-10-01,SMB,EU,Organic,39.62
C001082,2022-11-01,2024-08-01,SMB,APAC,Organic,46.82
C001083,2022-11-01,2024-08-01,SMB,EU,Organic,88.29
C001084,2022-11-01,2023-01-01,SMB,EU,Organic,63.45
C001085,2022-11-01,2024-12-01,SMB,US,Paid Search,81.59
C001086,2022-11-01,2023-06-01,Mid,EU,Paid Search,463.05
C001087,2022-11-01,2023-08-01,SMB,US,Organic,88.17
C001088,2022-11-01,2023-04-01,Mid,APAC,Organic,616.94
C001089,2022-11-01,2023-04-01,SMB,US,Organic,119.87
C001090,2022-11-01,2024-02-01,SMB,APAC,Paid Search,63.4
C001091,2022-11-01,2023-04-01,SMB,APAC,Referral,87.36
C001092,2022-11-01,2025-03-01,SMB,EU,Referral,76.29
C001093,2022-11-01,2024-03-01,Mid,EU,Organic,897.8
C001094,2022-11-01,,Mid,US,Organic,583.11
C001095,2022-11-01,2023-04-01,SMB,APAC,Referral,69.39
C001096,2022-11-01,2023-10-01,SMB,APAC,Social,83.18
C001097,2022-11-01,2023-01-01,SMB,EU,Paid Search,33.63
C001098,2022-11-01,2022-12-01,SMB,EU,Social,64.72
C001099,2022-11-01,2023-03-01,SMB,US,Organic,74.71
C001100,2022-11-01,2024-06-01,SMB,APAC,Paid Search,94.37
C001101,2022-11-01,,Enterprise,EU,Referral,3817.51
C001102,2022-11-01,,Mid,APAC,Social,629.13
C001103,2022-11-01,2024-01-01,SMB,EU,Organic,113.19
C001104,2022-11-01,2025-06-01,SMB,US,Paid Search,113.83
C001105,2022-11-01,2023-01-01,SMB,APAC,Paid Search,66.21
C001106,2022-11-01,2022-12-01,SMB,US,Paid Search,41.19
C001107,2022-11-01,,SMB,US,Paid Search,80.25
C001108,2022-11-01,,Mid,US,Paid Search,458.63
C001109,2022-11-01,2023-06-01,SMB,EU,Organic,90.05
C001110,2022-11-01,2023-11-01,SMB,US,Referral,42.28
C001111,2022-11-01,2023-03-01,SMB,US,Paid Search,108.92
C001112,2022-11-01,2023-04-01,SMB,US,Organic,86.1
C001113,2022-11-01,2025-03-01,SMB,US,Organic,39.56
C001114,2022-11-01,2025-07-01,SMB,US,Organic,47.1
C001115,2022-11-01,2023-02-01,SMB,US,Organic,85.43
C001116,2022-11-01,2025-06-01,SMB,EU,Paid Search,103.07
C001117,2022-11-01,2023-02-01,SMB,US,Paid Search,58.96
C001118,2022-11-01,2025-03-01,SMB,US,Paid Search,54.15
C001119,2022-11-01,2023-06-01,SMB,US,Organic,64.66
C001120,2022-12-01,,Mid,US,Paid Search,624.29
C001121,2022-12-01,,Mid,US,Paid Search,916.49
C001122,2022-12-01,2024-07-01,SMB,US,Paid Search,54.49
C001123,2022-12-01,2024-10-01,SMB,APAC,Organic,82.55
C001124,2022-12-01,2023-11-01,SMB,APAC,Organic,69.02
C001125,2022-12-01,2024-05-01,Mid,US,Organic,338.52
C001126,2022-12-01,2024-03-01,SMB,APAC,Social,47.25
C001127,2022-12-01,2024-01-01,Mid,APAC,Referral,877.81
C001128,2022-12-01,2023-08-01,SMB,APAC,Organic,112.71
C001129,2022-12-01,2023-07-01,SMB,US,Organic,82.88
C001130,2022-12-01,,Mid,US,Organic,97.39
C001131,2022-12-01,,Mid,US,Paid Search,613.91
C001132,2022-12-01,,Mid,US,Organic,545.56
C001133,2022-12-01,2024-10-01,SMB,EU,Paid Search,81.54
C001134,2022-12-01,,Mid,EU,Referral,776.58
C001135,2022-12-01,2023-09-01,Mid,EU,Organic,322.99
C001136,2022-12-01,2025-08-01,SMB,EU,Organic,92.82
C001137,2022-12-01,2024-02-01,SMB,EU,Organic,83.75
C001138,2022-12-01,2023-04-01,SMB,APAC,Organic,97.95
C001139,2022-12-01,2023-12-01,SMB,US,Paid Search,76.07
C001140,2022-12-01,2025-02-01,SMB,EU,Organic,90.57
C001141,2022-12-01,2023-08-01,SMB,APAC,Referral,94.47
C001142,2022-12-01,2024-11-01,SMB,US,Referral,90.81
C001143,2022-12-01,2024-01-01,Enterprise,US,Paid Search,315.21
C001144,2022-12-01,,Mid,APAC,Organic,686.89
C001145,2022-12-01,2023-05-01,SMB,US,Referral,85.86
C001146,2022-12-01,2024-06-01,Mid,US,Social,591.6
C001147,2022-12-01,2024-11-01,Mid,US,Social,567.61
C001148,2022-12-01,2023-05-01,Mid,US,Paid Search,571.73
C001149,2022-12-01,,SMB,US,Organic,76.44
C001150,2022-12-01,2025-06-01,SMB,US,Organic,76.29
C001151,2022-12-01,2024-02-01,Mid,US,Paid Search,261.35
C001152,2022-12-01,2023-02-01,SMB,APAC,Organic,78.87
C001153,2022-12-01,2024-07-01,SMB,EU,Organic,34.22
C001154,2022-12-01,2023-08-01,Mid,US,Organic,908.35
C001155,2022-12-01,2023-09-01,SMB,EU,Paid Search,55.98
C001156,2022-12-01,2025-04-01,Mid,APAC,Social,428.24
C001157,2022-12-01,,SMB,US,Paid Search,78.95
C001158,2022-12-01,2024-04-01,SMB,US,Paid Search,69.82
C001159,2022-12-01,2023-10-01,Mid,US,Social,800.3
C001160,2022-12-01,2024-05-01,SMB,US,Paid Search,77.84
C001161,2022-12-01,2023-12-01,Mid,US,Organic,660.31
C001162,2022-12-01,2024-11-01,Mid,EU,Organic,506.06
C001163,2022-12-01,2024-02-01,Mid,US,Paid Search,545.82
C001164,2022-12-01,2023-04-01,Mid,US,Organic,682.75
C001165,2022-12-01,2023-03-01,SMB,EU,Organic,106.29
C001166,2022-12-01,2025-04-01,SMB,EU,Paid Search,97.65
C001167,2022-12-01,,Mid,EU,Social,645.59
C001168,2022-12-01,2024-09-01,SMB,APAC,Paid Search,103.52
C001169,2022-12-01,2024-09-01,Mid,US,Referral,519.1
C001170,2022-12-01,2025-06-01,SMB,US,Paid Search,77.73
C001171,2022-12-01,2023-08-01,SMB,US,Paid Search,102.71
C001172,2022-12-01,,SMB,US,Organic,101.74
C001173,2022-12-01,2025-01-01,SMB,US,Social,86.87
C001174,2022-12-01,2024-10-01,SMB,EU,Organic,59.55
C001175,2022-12-01,2024-11-01,SMB,US,Social,72.14
C001176,2022-12-01,2023-08-01,SMB,US,Referral,102.87
C001177,2022-12-01,2023-01-01,SMB,APAC,Social,64.17
C001178,2022-12-01,2025-06-01,SMB,EU,Paid Search,74.75
C001179,2022-12-01,,Mid,APAC,Paid Search,344.94
C001180,2022-12-01,2023-05-01,SMB,APAC,Paid Search,65.08
C001181,2022-12-01,,SMB,US,Social,75.71
C001182,2022-12-01,2024-09-01,SMB,APAC,Organic,64.84
C001183,2022-12-01,2025-04-01,SMB,US,Social,51.68
C001184,2022-12-01,,SMB,EU,Organic,110.77
C001185,2022-12-01,2024-01-01,SMB,US,Social,56.55
C001186,2022-12-01,,SMB,APAC,Paid Search,128.21
C001187,2022-12-01,2025-03-01,SMB,EU,Referral,48.02
C001188,2022-12-01,2024-07-01,SMB,US,Paid Search,62.86
C001189,2022-12-01,2023-12-01,SMB,EU,Organic,79.64
C001190,2022-12-01,2023-09-01,SMB,US,Paid Search,63.9
C001191,2022-12-01,2025-05-01,SMB,APAC,Organic,50.9
C001192,2022-12-01,,Mid,US,Paid Search,634.75
C001193,2022-12-01,2023-06-01,SMB,US,Paid Search,103.26
C001194,2022-12-01,2023-03-01,Mid,US,Paid Search,674.67
C001195,2022-12-01,2023-05-01,Mid,US,Social,340.48
C001196,2022-12-01,2023-05-01,SMB,EU,Organic,76.82
C001197,2022-12-01,2023-04-01,SMB,APAC,Organic,88.05
C001198,2022-12-01,,SMB,US,Organic,67.29
C001199,2022-12-01,2024-03-01,Mid,APAC,Paid Search,667.51
C001200,2022-12-01,2024-04-01,SMB,EU,Organic,69.41
C001201,2022-12-01,2024-01-01,Mid,EU,Paid Search,734.14
C001202,2022-12-01,2023-12-01,SMB,US,Social,86.43
C001203,2022-12-01,2023-07-01,SMB,US,Social,84.36
C001204,2022-12-01,2023-07-01,SMB,US,Organic,124.38
C001205,2022-12-01,2023-06-01,Mid,EU,Social,734.07
C001206,2022-12-01,2023-06-01,SMB,US,Organic,98.01
C001207,2023-01-01,,Mid,EU,Paid Search,804.32
C001208,2023-01-01,2023-05-01,SMB,EU,Referral,66.38
C001209,2023-01-01,,Enterprise,APAC,Social,5248.33
C001210,2023-01-01,2023-06-01,SMB,US,Organic,68.5
C001211,2023-01-01,2024-11-01,SMB,EU,Organic,47.53
C001212,2023-01-01,2025-07-01,SMB,APAC,Organic,89.88
C001213,2023-01-01,,Mid,US,Social,484.39
C001214,2023-01-01,2023-06-01,SMB,APAC,Paid Search,70.05
C001215,2023-01-01,2023-07-01,SMB,US,Social,75.95
C001216,2023-01-01,2024-04-01,SMB,US,Paid Search,60.29
C001217,2023-01-01,2023-04-01,Mid,EU,Paid Search,714.22
C001218,2023-01-01,,SMB,EU,Social,88.84
C001219,2023-01-01,,Mid,US,Social,563.87
C001220,2023-01-01,2025-02-01,Mid,EU,Organic,689.69
C001221,2023-01-01,2024-08-01,SMB,EU,Organic,110.14
C001222,2023-01-01,,SMB,US,Social,75.27
C001223,2023-01-01,2023-12-01,SMB,US,Paid Search,60.07
C001224,2023-01-01,2023-10-01,SMB,US,Social,81.36
C001225,2023-01-01,2023-10-01,SMB,US,Organic,83.2
C001226,2023-01-01,,SMB,EU,Social,72.52
C001227,2023-01-01,2023-09-01,SMB,US,Organic,72.39
C001228,2023-01-01,,SMB,US,Organic,82.71
C001229,2023-01-01,2025-04-01,SMB,EU,Organic,73.79
C001230,2023-01-01,2023-05-01,SMB,US,Organic,79.13
C001231,2023-01-01,2024-12-01,SMB,US,Organic,77.62
C001232,2023-01-01,2024-05-01,SMB,US,Social,65.63
C001233,2023-01-01,2023-07-01,SMB,APAC,Organic,58.91
C001234,2023-01-01,2023-09-01,Mid,EU,Organic,718.06
C001235,2023-01-01,2023-06-01,SMB,US,Organic,70.81
C001236,2023-01-01,,SMB,EU,Organic,29.59
C001237,2023-01-01,,Mid,EU,Organic,737.23
C001238,2023-01-01,,Mid,APAC,Paid Search,735.37
C001239,2023-01-01,,Mid,EU,Paid Search,945.93
C001240,2023-01-01,2023-10-01,SMB,US,Paid Search,84.6
C001241,2023-01-01,2023-05-01,SMB,US,Referral,103.53
C001242,2023-01-01,2024-09-01,SMB,US,Organic,89.14
C001243,2023-01-01,2025-08-01,SMB,EU,Organic,84.78
C001244,2023-01-01,,SMB,EU,Paid Search,88.25
C001245,2023-01-01,2023-10-01,SMB,US,Referral,83.73
C001246,2023-01-01,,SMB,APAC,Paid Search,71.28
C001247,2023-01-01,2023-07-01,Mid,EU,Referral,366.21
C001248,2023-01-01,2023-07-01,SMB,EU,Referral,91.77
C001249,2023-01-01,2023-08-01,SMB,EU,Referral,109.85
C001250,2023-01-01,2023-03-01,SMB,EU,Social,85.46
C001251,2023-01-01,2023-11-01,SMB,EU,Organic,72.44
C001252,2023-01-01,2025-03-01,SMB,EU,Referral,103.2
C001253,2023-01-01,2023-03-01,Mid,US,Organic,692.12
C001254,2023-01-01,2024-12-01,SMB,US,Organic,86.03
C001255,2023-01-01,2023-12-01,SMB,US,Organic,60.32
C001256,2023-01-01,2023-05-01,SMB,APAC,Paid Search,76.93
C001257,2023-01-01,2024-07-01,SMB,EU,Paid Search,98.61
C001258,2023-01-01,2024-12-01,SMB,US,Organic,112.15
C001259,2023-01-01,2023-08-01,Mid,US,Paid Search,949.43
C001260,2023-01-01,2023-08-01,SMB,APAC,Social,93.13
C001261,2023-01-01,2023-12-01,Mid,US,Organic,1011.89
C001262,2023-01-01,2023-12-01,SMB,EU,Social,103.32
C001263,2023-01-01,2023-09-01,Mid,EU,Paid Search,590.64
C001264,2023-01-01,,Mid,US,Paid Search,676.48
C001265,2023-01-01,2023-06-01,SMB,APAC,Social,82.08
C001266,2023-01-01,,Mid,APAC,Social,493.71
C001267,2023-01-01,,Mid,US,Paid Search,660.18
C001268,2023-01-01,2023-03-01,SMB,EU,Organic,86.66
C001269,2023-01-01,,Enterprise,US,Organic,3331.19
C001270,2023-01-01,,Mid,APAC,Paid Search,686.21
C001271,2023-01-01,2025-05-01,SMB,US,Organic,67.38
C001272,2023-01-01,2024-09-01,SMB,EU,Organic,86.06
C001273,2023-01-01,2023-03-01,SMB,US,Social,86.56
C001274,2023-01-01,2023-10-01,SMB,APAC,Paid Search,101.58
C001275,2023-01-01,2024-08-01,Enterprise,APAC,Referral,3429.95
C001276,2023-01-01,,Mid,EU,Paid Search,403.82
C001277,2023-01-01,2023-09-01,SMB,EU,Paid Search,111.63
C001278,2023-01-01,2023-10-01,SMB,EU,Organic,55.19
C001279,2023-01-01,2023-07-01,SMB,APAC,Paid Search,87.02
C001280,2023-01-01,2024-10-01,Mid,US,Referral,384.58
C001281,2023-01-01,2023-06-01,Mid,EU,Paid Search,458.52
C001282,2023-01-01,2023-06-01,SMB,US,Paid Search,88.02
C001283,2023-01-01,2023-06-01,SMB,US,Paid Search,44.18
C001284,2023-01-01,2023-02-01,SMB,US,Organic,74.11
C001285,2023-01-01,2024-07-01,Mid,EU,Paid Search,405.67
C001286,2023-01-01,2025-04-01,SMB,US,Organic,80.48
C001287,2023-01-01,2024-03-01,SMB,US,Social,74.71
C001288,2023-01-01,2024-11-01,SMB,US,Organic,77.18
C001289,2023-01-01,2024-04-01,SMB,APAC,Organic,102.3
C001290,2023-01-01,,SMB,EU,Paid Search,48.81
C001291,2023-01-01,2023-07-01,SMB,EU,Organic,107.38
C001292,2023-02-01,2024-12-01,SMB,US,Paid Search,48.46
C001293,2023-02-01,2023-11-01,SMB,EU,Organic,60.85
C001294,2023-02-01,2023-10-01,Mid,EU,Paid Search,786.2
C001295,2023-02-01,2023-05-01,SMB,EU,Organic,85.31
C001296,2023-02-01,2025-03-01,Mid,APAC,Organic,802.06
C001297,2023-02-01,2023-07-01,SMB,US,Paid Search,20.85
C001298,2023-02-01,2024-07-01,SMB,US,Organic,80.82
C001299,2023-02-01,2023-06-01,SMB,EU,Paid Search,111.27
C001300,2023-02-01,2024-09-01,Mid,US,Social,564.77
C001301,2023-02-01,,Mid,EU,Organic,524.44
C001302,2023-02-01,2023-06-01,SMB,US,Social,34.85
C001303,2023-02-01,,SMB,EU,Referral,89.71
C001304,2023-02-01,2024-04-01,SMB,US,Organic,91.4
C001305,2023-02-01,,SMB,EU,Organic,117.44
C001306,2023-02-01,2024-08-01,SMB,APAC,Organic,100.96
C001307,2023-02-01,,Mid,US,Organic,882.02
C001308,2023-02-01,2024-01-01,SMB,EU,Organic,85.28
C001309,2023-02-01,,Mid,EU,Organic,1289.24
C001310,2023-02-01,2023-12-01,SMB,US,Paid Search,88.08
C001311,2023-02-01,,Mid,EU,Referral,818.14
C001312,2023-02-01,,Mid,US,Social,413.11
C001313,2023-02-01,2024-08-01,Mid,US,Organic,293.32
C001314,2023-02-01,2023-05-01,SMB,EU,Organic,111.48
C001315,2023-02-01,2023-10-01,SMB,US,Organic,88.68
C001316,2023-02-01,2024-11-01,SMB,US,Referral,108.05
C001317,2023-02-01,2023-09-01,SMB,US,Paid Search,81.14
C001318,2023-02-01,,Mid,EU,Organic,804.57
C001319,2023-02-01,2024-04-01,SMB,US,Organic,55.94
C001320,2023-02-01,2023-11-01,SMB,US,Organic,70.42
C001321,2023-02-01,2024-04-01,SMB,US,Referral,90.93
C001322,2023-02-01,2024-01-01,SMB,US,Paid Search,97.63
C001323,2023-02-01,,SMB,US,Paid Search,122.86
C001324,2023-02-01,,Mid,APAC,Organic,476.37
C001325,2023-02-01,2023-07-01,SMB,US,Paid Search,25.86
C001326,2023-02-01,,Enterprise,US,Social,5131.31
C001327,2023-02-01,2024-08-01,SMB,EU,Organic,66.52
C001328,2023-02-01,2024-05-01,SMB,US,Social,28.37
C001329,2023-02-01,2023-08-01,SMB,US,Organic,80.96
C001330,2023-02-01,2023-09-01,SMB,EU,Paid Search,53.28
C001331,2023-02-01,2023-04-01,SMB,APAC,Social,127.03
C001332,2023-02-01,,SMB,US,Social,101.69
C001333,2023-02-01,2023-12-01,Mid,APAC,Referral,471.05
C001334,2023-02-01,2023-10-01,SMB,US,Organic,45.51
C001335,2023-02-01,,Mid,EU,Paid Search,521.82
C001336,2023-02-01,2024-12-01,Mid,APAC,Organic,556.24
C001337,2023-02-01,2023-04-01,SMB,US,Paid Search,115.47
C001338,2023-02-01,2024-03-01,Mid,EU,Organic,701.95
C001339,2023-02-01,,Mid,US,Paid Search,686.67
C001340,2023-02-01,2023-04-01,SMB,US,Paid Search,59.95
C001341,2023-02-01,2025-02-01,Enterprise,EU,Organic,2380.36
C001342,2023-02-01,,Enterprise,APAC,Social,2936.65
C001343,2023-02-01,2024-08-01,Mid,US,Organic,488.05
C001344,2023-02-01,2023-08-01,Enterprise,EU,Organic,4627.16
C001345,2023-02-01,,SMB,APAC,Social,54.69
C001346,2023-02-01,2023-11-01,SMB,EU,Organic,14.15
C001347,2023-02-01,,Mid,EU,Paid Search,518.7
C001348,2023-02-01,2024-10-01,SMB,US,Referral,80.19
C001349,2023-02-01,2023-03-01,Mid,APAC,Organic,259.74
C001350,2023-02-01,2023-03-01,SMB,EU,Social,98.1
C001351,2023-02-01,2024-05-01,SMB,EU,Paid Search,74.22
C001352,2023-02-01,2024-07-01,Mid,US,Organic,451.92
C001353,2023-02-01,2023-04-01,SMB,US,Social,88.87
C001354,2023-02-01,,Mid,US,Organic,807.76
C001355,2023-02-01,2024-05-01,SMB,APAC,Paid Search,120.0
C001356,2023-02-01,2023-06-01,SMB,APAC,Organic,73.89
C001357,2023-02-01,2023-10-01,SMB,EU,Paid Search,101.17
C001358,2023-02-01,2023-03-01,SMB,US,Social,75.89
C001359,2023-02-01,,Mid,US,Organic,387.03
C001360,2023-02-01,,Mid,US,Organic,876.62
C001361,2023-02-01,,Mid,EU,Organic,702.1
C001362,2023-02-01,2023-12-01,SMB,APAC,Referral,46.96
C001363,2023-02-01,,Mid,EU,Organic,852.58
C001364,2023-02-01,,Mid,EU,Organic,679.81
C001365,2023-02-01,2024-10-01,SMB,APAC,Organic,69.98
C001366,2023-02-01,2024-08-01,SMB,US,Social,65.52
C001367,2023-02-01,2023-07-01,SMB,US,Paid Search,37.46
C001368,2023-02-01,,Enterprise,EU,Paid Search,3454.52
C001369,2023-02-01,,SMB,US,Paid Search,85.62
C001370,2023-02-01,2024-09-01,Mid,APAC,Organic,472.63
C001371,2023-02-01,2023-11-01,SMB,US,Organic,102.46
C001372,2023-02-01,2023-09-01,SMB,APAC,Social,79.71
C001373,2023-02-01,,Mid,US,Paid Search,671.03
C001374,2023-02-01,2023-09-01,SMB,EU,Organic,105.62
C001375,2023-02-01,2023-05-01,SMB,EU,Paid Search,67.44
C001376,2023-02-01,2023-05-01,Mid,US,Organic,618.59
C001377,2023-02-01,2024-12-01,SMB,EU,Organic,100.65
C001378,2023-02-01,,Mid,EU,Organic,399.1
C001379,2023-02-01,2024-10-01,Mid,US,Organic,591.41
C001380,2023-02-01,2023-05-01,SMB,APAC,Social,78.13
C001381,2023-02-01,,Mid,APAC,Organic,321.25
C001382,2023-03-01,2025-02-01,SMB,US,Organic,100.9
C001383,2023-03-01,2023-06-01,Mid,EU,Organic,689.2
